LetterID,Date,MaintCrew,FTOV,NearMissCount,PMsCompCount,SPLsCompCount,Safety,Joining,TopXActions,Breakdowns,EquipFailures,Failure_Description,EquipRepairs,FollowUp,Notifications,Training,Recognition,Enviromental,MetalUnits,Metal_Hours,MetalJPH,Framer_Units,Framer_Hours,FramerJPH,Underbody_Units,Underbody_Hours,UBJPH,TopXMain,FourDs,TopXSubs,Attachments,SPLs,FRACAS,FRACAS_Attachment,ManningMaterials,UNDERBODYMAINSEG1,UNDERBODYMAINSEG2,UNDERBODYRESPOTSEG2,LHBODYSIDEINNER,LHBODYSIDEOUTER,LHBODYSIDEMARRIAGE,RHBODYSIDEINNER,RHBODYSIDEOUTER,RHBODYSIDEMARRIAGE,FRAMER,FRAMINGSEG2A,FRAMINGSEG2B,FRAMINGSEG3,FRAMINGRESPOTSEG4,PALLETTOSKID,CLOSURE1,CLOSURE2,U-MODELTOPAINT,UNDERBODYMAINSEG1CNT,UNDERBODYMAINSEG2CNT,UNDERBODYRESPOTSEG2CNT,LHBODYSIDEINNERCNT,LHBODYSIDEOUTERCNT,LHBODYSIDEMARRIAGECNT,RHBODYSIDEINNERCNT,RHBODYSIDEOUTERCNT,RHBODYSIDEMARRIAGECNT,FRAMERCNT,FRAMINGSEG2ACNT,FRAMINGSEG2BCNT,FRAMINGSEG3CNT,FRAMINGRESPOTSEG4CNT,PALLETTOSKIDCNT,CLOSURE1CNT,CLOSURE2CNT,U-MODELTOPAINTCNT,StartCardAudit,STARTAuditCount,Weekend_FAS08_Issued,Weekend_FAS08_Completed,Weekend_FAS08_%,Weekend_Joining,Weekend_Joining_Issued,Weekend_Joining_Completed,Weekend_Joining_%,Weekend_Cost,Weekend_Delivery,Weekend_General_Issued,Weekend_General_Completed,Weekend_General_%,Vendor,Weekend_PM_Issued,Weekend_PM_Complete,Weekend_PM_%,Startup_Issues,DoorRepairs,ProdShift,Dimensional,Future_00,Future_01,Future_02,Future_03,Future_04,Future_05,Future_06,Future_07,Future_08,Future_09,ProdTime
102,03/08/2018,B,0,0,8,2,No Issues,"
 
Moon Roof: Worn bearing on roller, replaced bearing.
 
Cross sections comparision for the Rockers are on M.S. Desk.
 
Nights - Snyder
 
8A-100-01 – nut holding jaws blew up. Spent most of night looking for parts. Nothing to be found. Also found the feed arm will not return so linear bearing rail is probably messed up. TM are ripping into it now. Will not be ready to start up.
 
I guess there is new front header stock being ran. No one told me until first unit was built. Rotation is 6767.
 
7X-20-L03 – Feed faults/nose switch faults. APB broken on GBSD. GBSD had 8500 cycles on it. Swapped nose and GBSD.
 
6X-140-03 – 6V020-04L (all SWB models) – Is curreny running as a pretty bad edge rivet since our roof fiasco. Could not touch up because we ran the entire time. Needs to be touched up ASAP. 4th rivet in from rear of roof on finished unit.
 
Cross sectioned a bunch of rocker joints to be presented to PD for rocker material change.",,"Robot 140-6 would not deck roofs to the units without usig the load to average.   
 ","Replaced BGE1.5 brake rectifier and properly adjusted the brake gap for the drive on box lift table SAL #1 in the mezz at W27. 
Started getting drive faults on 7L30R04 gun2 again. We brushed off the contacts and it ran the rest of the shift. I have an EC6T module over there in case is gets worse.",,TM replaced the bearing inside the hem roller on 310-2 roof. BC,"8A-100-01 - Needs parts and fixing.
 
6X-140-03 – 6V020-04L (all SWB models) – Is currently running as a pretty bad edge rivet since our roof fiasco. Could not touch up because we ran the entire time. Needs to be touched up ASAP. 4th rivet in from rear of roof on finished unit.",,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Robinson start card audit. MS,1,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
103,03/09/2018,A,0,0,0,0,No Issues,"DS-
8A100-1W pulled arm and nut holder from #3 crossmember tooling and installed on 8A . During the installation we identified the pin entering the nut forward a few thousandths hitting the chamfer of the nut. This has been ongoing since we started having issues. We found a way to modify this position by grinding the back stop on the orange base plate. I have couriers bringing in a repaired arm from Michigan and a new nut holder from South Cakalaki, the arm should be here around 5pm and the nut holder should arrive around midnight. We have enough #3 crossmembers to run through the night and start up so when the parts come in please drop them on my desk and I will get #3 cross back together and verified. Todd Tennill is reverse engineering the arm and David Aldridge is setting up the material.  
6X140-3 moved joint 6v021-04L inboard 3mm 
 6Y180-2 gun 1 smoked another bit. We need to leave it on gun 2 until we can go through it thoroughly. Marty says he doesn't know what to do. I'm going to replace that bit so it's a good back up but leave 2 online please. I'll look at it this weekend. 
7A30-L1 faulted several times today and swapped feed stick twice,  cleaning magazine and J-tube between shifts just to eliminate that as the problem. We need to install spools here and get rid of the mag tools.  We were going to install a new one but didn't have it. Tim is ordering one right now so we have it on hand. 17k. Boom!",,"No Issues DS-
8A100-1W pulled arm and nut holder from #3 crossmember tooling and installed on 8A . During the installation we identified the pin entering the nut forward a few thousandths hitting the chamfer of the nut. This has been ongoing since we started having issues. We found a way to modify this position by grinding the back stop on the orange base plate. I have couriers bringing in a repaired arm from Michigan and a new nut holder from South Cakalaki, the arm should be here around 5pm and the nut holder should arrive around midnight. We have enough #3 crossmembers to run through the night and start up so when the parts come in please drop them on my desk and I will get #3 cross back together and verified. Todd Tennill is reverse engineering the arm and David Aldridge is setting up the material.  
6X140-3 moved joint 6v021-04L inboard 3mm 
 6Y180-2 gun 1 smoked another bit. We need to leave it on gun 2 until we can go through it thoroughly. Marty says he doesn't know what to do. I'm going to replace that bit so it's a good back up but leave 2 online please. I'll look at it this weekend. 
7A30-L1 faulted several times today and swapped feed stick twice,  cleaning magazine and J-tube between shifts just to eliminate that as the problem. We need to install spools here and get rid of the mag tools.  We were going to install a new one but didn't have it. Tim is ordering one right now so we have it on hand. 17k. Boom! 
         
 Had more issues with 140-6 not decking roofs.    Robot would not deck due to loss of communincaitons with perceptron.    Had to stop and restart services at the perceptron and also cycle power to the cameras by toggling breakers 2 nd 6 in the perceptron panel.    Perceptron will be here Sunday to help trouble shoot root cause of problem.
 
SAL#1 one stop running early in the morning today.   The brake would not hold the table in the up position.     The brake ,  the rectifier and SR11 relay have all been changed.    The motor/brake should be hooked up using the R13 connection diagram.     The brake was originally hooked up using the diagram for high voltage brake connection.   We ended up having to use the low voltage brake connnection to eventually get it running.    Start at Page 25 in the attached manual to see connection diagrams.
 
 
Friday:
 
30502B: Put 200 hours on KE5128.Close the balance to expense. 
 
35502I: Close with zero hours.
 
30503B: Put all hours on KE5128. Close with zero expense.
 
 
Saturday:
 
30701M: Close to expense.
 
30501B: Put all hours on KE5128. Close the balance to expense.
 
30502B: Put all hours on KE5128. Close with zero expense.
 
35502I: Close with zero hours.
 
30503B: Close to expense.
 
  
Sunday:
 
30701M: Close to expense.
 
30501B: Put all hours on KE5128. Close with zero expense.
 
30502B: Put all hours on KE5128. Close with zero expense.
 
35502I: Close with zero hours.
 
30503B: Put all hours on KE5128. Close with zero expense.
 
  
Monday:
 We had more issue decking roofs today.     The robot was held up by the perceptron.   We had to stop and restart services and cycle power to the cameras using breakers 2 and 6 to get running.   Perceptron is going to be here Sunday to trouble shoot root cause.
SAL #1 went down due to the brake not holding the table in the up position.     The brake has been changed as well as the rectifier and SR11 relay.    The motor/brake needs to be hooked up using the SEW R13 connection diagram.   Originally it was connected using the high voltage brake diagram.   We ended up having to connect it with the low voltage diagram to make it work.     
 ",,,,,,,"We would like to recognize the ""TEAM"" for a great launch of the Expedition and Navigator! The team has surpassed all the launch benchmarks and production targets for the 2018MY. Great Job!",,225,8.5,,225,8,,225,8,,,,,,,,,"Friday:
 
30502B: Put 200 hours on KE5128.Close the balance to expense. 
 
35502I: Close with zero hours.
 
30503B: Put all hours on KE5128. Close with zero expense.
 
 
Saturday:
 
30701M: Close to expense.
 
30501B: Put all hours on KE5128. Close the balance to expense.
 
30502B: Put all hours on KE5128. Close with zero expense.
 
35502I: Close with zero hours.
 
30503B: Close to expense.
 
  
Sunday:
 
30701M: Close to expense.
 
30501B: Put all hours on KE5128. Close with zero expense.
 
30502B: Put all hours on KE5128. Close with zero expense.
 
35502I: Close with zero hours.
 
30503B: Put all hours on KE5128. Close with zero expense.
 
  
Monday:
 
30701M: Close to expense.
 
30501B: Put 200 hours on KE5128. Close with zero expense.
 ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
104,03/09/2018,B,0,1,29,0,No Issues,"
 
8A-100-1 As of 10 PM the parts for the REO press have not arrived to General Stores.
 
7A-30L-1 Rivets stuck in track: Toolmakers removed the track and the magazine, TM cleaned the track and magazine and put the old magazine back on.  TM and PF believed the issue was the T-Tube because they a rivet stuck in the T-tube.  PF replaced the T-tube at 8:00 pm there was no feed  issues.
 
9 PM's Completed
A79726174
A79726368
A79726366
A79726346
A79726354
A79726360
A79725401
A79725299
A79725438
 
Nights - Snyder
No major issues.
 
7K-40-R08 - Had a FDS fault on the very last part as line was running out. Inspectors and operators had already left. Had to do a skip once so there is a 553 SWB failsafe at inner pull-out missing a FDS that will need to be repaired before putting back in line. Fault was on program 3 for step 7 max depth exceeded. Was off by 0.2-0.5mm..adjusted depth in step 7.
 
No parts showed up for the SPAC nut press.",,,"Replaced the EC6T on 7X30R04
Replaced the whip hose on 7X10R01 because it broke at the fitting.",,,"We have an issue with the roll bed for sta 130 framer 2,  It appears that when units transfer into the station, they do not decel in time and overshoot the “3909 in position” position very slightly.  Not enough you can really see, but you can watch the encoder counts on the PRB screen. It appears the VFD then backs up the unit, and you hear this thumping sound from the rubber rollers skipping on the bottom of the pallet.  We tried changing the decel time in the VFD but this seemed to have no effect.  I had millwrights removed the table covers and inspected the belts, all is good there.  Not sure how long, but this issue has been going on for a while now.   Apparently need help here.",,,,,220,8.5,,220,8,,220,8,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
105,03/10/2018,A,0,0,0,0,No Issues,,"Replaced one camera and the cables going to the camera for the RH rear of SWB for 140-6 roof load.    Historical information at the perceptron showed this camera had faulted 120 times out of 243 units.    Ran several units to verify operation.    We also checked pick-up position and it looked good.    We checked zero of every axis on the robots and gave the end-effector a good shake test.    No issues found.    The perceptron tech agreed with Troy Teno that the load to average is functional but that when the pick-up points were touched up the average data that had been compiled was no longer valid due to the position of the part in the end-effector.   Pereptron is supposed to send us a full report and a single point lesson on how to but the perceptron in camera by-pass mode (Backup Scheme).    A made a couple of notes just in case we have more issues before the single point lesson shows up.   Its crude,  but should help  if in a bind.   See attachement",,,,"Moved the camera for sealer robot 210-1 front doors so that it has a better view.
Installed a Fan at DD29
Installed a fan at BB29
Installed a fan at V-25
Installed power and pulled in comm's  for a future programing terminal at S31
 Milled down the nylon pieces in CB4.   May need to replace with new due to warping.
Replaed operator platfrom edge at Q20
Extended the flooring at the new risers at EE36
Painted the new part stands at W-16
Painted the new riser top plate at L-16.
 Fixed the Fan between L-25 and M-25.    Found a loose connection.    Ethernet cable connector was not snap in place. Fan is running.
Decided not to replace the drive on TT-18.   Changed the work order to repair/replace brake with SEW rep. support.
 Installed platform at Framer 1
Ran power and comm. Cable to future programming terminal at T-16.
Finished install of Framer 20 work platform.
Installed high guard rail at R-17
Anchored 3 more computer stands.   One on the backside of U/B respot in the middle of the line, One on the back side of Framer respot in the middle of the line and one on the back side of Framing  2 6X in the middle of the line.
Moved the 7th axis position on 7X-20-R18 slightly to get the robot out of the restricted zone.","Gun #1 on 7G-70-02 RH is not functional.    Not making the BE1R switch when doing an offset.    Running on gun #2.    I think is was RH 7G,   could have been LH.",,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"DS-3/10/18
Swapped Setters  and punches in the following locations. Coupons ran for setter function but will require  electrician on site at start up clear faults. Make sure we let them go suspect so they get inspected.  
6X80-3- ran coupon for verification, no room to run
6X80-4- ran coupon for verification
6Y90-7- ran coupon for verification
6Y90-8- ran coupon for verification
6X170-2- ran coupon for verification
Supported Valiant at doors for clamp moves
Worked on pallet cross transfer nylon strips
DS-03/11/18
Put # 3 cross REO press back together and verified
 9A10-20 Swapped GBSD and nose
5J210-1 Swapped GBSD and nose
7X30L-1 Swapped GBSD and nose
6X20-6 Swapped feedstick and nose
6X20-2 Swapped feedstick and nose
Pile of PM's",0,0,0,,,0,0,0,"Valiant adjust clamps on 300-1 end-effector so that robot programing could be optimized coming out of the door hemmers.    
Made cycle time improvements in station 20 LH inner.
Installed platform on Framer 1.",0,0,0,,,,,,,,,,,,,,,
106,03/11/2018,B,0,0,0,2,No Issues,,,,,,"B Pillar Inner robot had the valvepack break loose. Fabricated a new more robust mount. Complete
Elevator at AA-39 had a motor replaced a couple of weeks ago. The gearbox had a crack that had been repaired with a JB weld type material. Crack was repaired again.
A79760827 - Complete. Pipe was determined to be obsolete. It was not replaced for driver to hit again.
A79796658 - Installed posts to protect sealer unit at V-15. V-20 sealer station was done also.",,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,"Millwrights: 
Installed 4 new risers. Two at EE-26.6. Two at EE-36
Anchored 6 previously installed risers
(Need (30) lengths of 3""X3""X 3/16 box tubing.",0,0,0,,,,,,,,,,,,,,,
107,03/11/2018,B,0,0,0,2,"No Issues
 ",,"Some of the areas, like bodysides and final EQI were left with no room to run but we got most of the main lines bumped.",,,,,"Swapped Setters  and punches in the following locations. Coupons ran for setter function but will require  electrician on site at start up clear faults. Make sure we let them go suspect so they get inspected.  
6X80-3- ran coupon for verification, no room to run
6X80-4- ran coupon for verification
6Y90-7- ran coupon for verification
6Y90-8- ran coupon for verification
6X170-2- ran coupon for verification
All of these are in teach 100 mode after Andrew came over from 558 to help us out. He verified that the rivets were in spec for us. DON""T DO THIS AGAIN without having a joining inspector here! Starting rotation is 7240.",,,,,,,,,,,,,,,,,,,,,Parts:,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,7,7,4,1,8,2,5,9,2,1,7,7,0,4,1,0,25,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
108,03/12/2018,A,0,0,21,0,Near miss totals sheet is in attachments.,"
6Y-090-08 Tool over Travel Fault: Replaced Setter broken sheer pin. See 4D
 
6X-090-02: Broken Die: Replaced Die
 
8X-090-06: Nose Switch fault: Changed GBSD
 
6X-180-05: Feed Faults, Changed GBSD.
 
21 PM's Completed","Main:
#9 failed swap attempt at start up, no further issues",,,,,,,,"Competency Assessment and IDPS  Due 3/30/2018.
Marty White alerted the team of a potential Buss incident with water dripping on the 26A-1 Buss. Plastic was used to cover the Buss from the roof leak. Thank you Marty!",,,,,,,,,,,,,,,,,,"Monday:
30502B: Close to expense. 
 
35502I: Close to expense
 
30503B: Close to expense.
 
Tuesday: 
30501B: Put 180 hours on KA3419. Close the balance to expense.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
109,03/12/2018,B,0,2,1,0,No Issues,"DS-
7G10R-3 material too soft faults. Verified studs were good and adjusted spot 1 to nominal. 
 
Nights – Snyder
#7 8Y-10-06 – 11x for 19min – Step 15 min depth not reached and step 15 max time exceeded – Seeing both strip outs and torque outs on this tool. Mainly programs 19 and 11. EL adjusted pressures in step 8 to try and resolve issues. Did not run long enough after to see if this made a difference. I do not believe this has been touched up in a while. If issues continue we may need to look into checking perpendicularity of the programs.
 
8Y-10-05 – Was on gun #2 when I got here. Only had 2 faults from what I could see. Swapped back to gun #1 at 1:30am and it ran well for the rest of the shift. Monitor.
 
#3 6X-60-01 – 3x for 29min – Step 5 max depth gradient exceeded (program 9) – EL were tied up on another fault. Tool faulted out for depth gradient at 101.5mm/s with tolerance set to 100mm/s. Opened this up on program 9 as well on program 7. No more issues.
 
6X-60-02 – 3x for 10min – Step 7 min depth not reached – Seeing faults on a few programs. Faulting out at about -27.1 to -27.2mm. Tolerance was set at -27mm. No changes were made but if issue is consistent going forward we can look into opening up step 7 a lite bit with caution.
 
6Y-180-02 – Was on gun #2 when I got here. Saw tool had a few depth gradient faults. Also noticed analog depth offset changed 2mm when gun swapped which corresponded with depth gradient faults. Sensor was tight and working right. Adjusted depth gradient for program 12, 8, 4, 11, 10 and 9. Back on gun #1. Monitor.
 
8G-420-01 – Cross member missing nuts – Seems our front pan issue has now migrated over to #3 CM. There were 6 parts that came out missing nuts tonight. Dave will be working on installing the same error proofing switch on this press as we did on the front pan press. This will send a fault and detect when a nut is missing. As for whats cuasing it we are unsure. VOME Doug Rehkopf is writing us a repair procedure that will give us a good way to repair these nuts with the tools we have on hand. Will follow keep following up on that.
 
7G-70-L02 – BT2 faults – 7x 45min – Screw was not making it out to gun. Manually escaped and blew screws and could not get them to gun. EL swapped guns thinking this would fix issue. Issue followed to gun #2. Called PF to check feed tube. When we went in and jiggled the tube the screw broke free and fed to the gun. Swapped to back-up tube (which was not ready). Work order written to run a new primary tube this weekend.
 
GBSD swaps lined up – 6X-80-04, 8X-40-02, 8X-40-01, 8Y-20-03, 8Y-20-02, 8Y-100-06.
 
Weekend work orders written for setter swaps – 8X-90-05, 8X-90-06.
 ",#1 main.  Electrician checked all the cords and switches on the both shears and found just about all loose.  He tightened them up.  We were able to run only one part afterward and it ran with no faults.  The fault does not stop the line at this point.,30R03 front door line started getting robot I/IO communications faults.  Tracked it down to cord loose on the I/O block mounted to the tip dress stand.,7G robot 50-R2 was found in maintenance position with spindle undocked faults.  Closer inspection found both robot side ATI modules with broken cable connectors.   Gathered new ATI parts and replaced both.  We found the cable that is attached to the pin for the feed tube quick connect wrapped around the exposed screw threads on the Amphenol connector when we went in to check the robot.,,,"Nights – Snyder
8Y-10-06 – Monitor changes made.
8G-420-01 – Have inspector/operator watch for missing nuts until we get error proofing installed. Also need follow up on installing error proofing. Dave has the switch and the plan.",,,Recognized TM Jay Wibbles. Jay took ownership of TM cart organization and part storage after the issue of them not having parts for hot swaps on their cart was brought up. Jays efforts will greatly decrease our MTTR in the event we have to do a hot-swap during production.,,,,,215,8,,215,8,,,,,,,,,"Todd Ewing has inquired about a bicycle for the hood line area.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
111,03/13/2018,A,0,0,0,0,"No Issues. 
Please get the people on the SPL list completed. 
 ","
 
8Y-10-05 Gun # 1 Several faults swap to Gun # 2 PM between shifts.
 
8Y-10-06 Gun # 1 Several Max time exceeded faults on Gun # 1. Swap to Gun # 2
 
7G-070L-01 Gun # 1 Broken bit.  Replaced Head and Bit from damage caused by broken bit.  Gun # 1 is getting Head not Returned faults swapped to Gun # 2.  PM Gun # 2","Fixed top 10 Fault #2,   FB3[41].13  --    loose cylindicator
We think top 10 fault #1,  FB4[41].26,   was due to light screen getting broken.    Conditioned the fault with motion enable bit.
Sub top 10 fault #1,   FB3[40].1,    was caused by a new operator not loading parts correctly.",,,,"Changing I/O power cable on 7G-60-1,    started job late,    had issue rounding up a  cable.    May start up late.","TL
 8Y-10-05 Gun # 1: PM between shifts
 
8Y-10-06 Gun # 1: PM between Shifts
 
7G-070L-01 Gun # 1 PM between shifts",,,,,,,,,,,,,,,,,,,,,"Tuesday:
30502B: Put 36 hours on KA3310, 20 hours on KA3313, 35 hours on KA3396, 25 hours on KA3374. Close the balance to expense. 
 
35502I: Close to expense
 
30503B: Close to expense.
 
Wednesday: 
30501B: Put 250 hours on  KA3419. Close the balance to expense.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
112,03/13/2018,B,0,5,0,2,No Issues,"DS-                                                                                                                       
8G-420-01W Installed nut sensing error proofing on # 3 crossmember with retry. Seems to be functioning as expected
8F125-01 Head too high faults. Punch and die appeared damaged. Replaced. Die had a button stuck in it and the punch was mushroomed.
 
Nights – Snyder
8Y-10-06 – Step 15 & 14 max time exceeded – 11x for 29min – Was on gun #2 when I got here. Strips outs on all programs on gun #1. TM are lined up to PM gun #1 and change bit between shifts. Monitor results at start-up.
 
8Y-10-05 – Step 14 max torque exceeded – Was on gun #2 when I got here. Torque faults on SWB models at first but then other models. EL touched up SWB at lunch but did not see any results so swapped back. TM lined up to PM, inspect and repair between shifts. Monitor results at start-up.
 
7K-20-R01 – Step 4 max depth exceeded – 6x for 4min – Gun #1 still giving us the same faults it has been for a few months. Has gotten much better since last adjustment. TM lined up to adjust floating head between shift if they have time. If they don’t get to it that would be what I suggest to fix issue.
 
6X-40-05 – Rivmon head too low – 4x for 7min – Spot 153 jumping up in end distance drastically at times. No adjustments made. Monitor.
 
7G-70-L01 – Head not back – Was on gun #2 when I got here. Swapped to gun #1 to see faults for myself. Gun is functioning fine and returning fine. Found BE1R sensor was adjusted down and actually being used as a hard stop. Swapped back to gun #2 and got a new sensor. James French changing sensor between shifts. Also noticed both servo and signal cables are held together by zip ties at robot-side ATI. Appears they were broken and bandaided together. Need to run new signal and servo cables along with replacing ATI module. This could also be causing our head not back faults. Monitor gun #1 sensor replacement results.
 
GBSD swaps lined up: 6X-140-01, 6X-180-03, 6X-190-04, 8Y-20-03, 8Y-20-01, 8Y-20-02, 8Y-80-01, 8Y-100-06. (All information has been written on the board for whatever we don’t get done).","#1 main.  It is actually latch cylinder #1 of Ram #1 that is slow to advance.  We removed the cylinder from the BTM ram, its air returned and spring advanced.  Nothing obviously wrong with the cylinder.  Put a little air tool oil in it and reinstalled it on the ram.  Not a lot of numbers on it.  Found 2.  221001A and PD221004A.   Could not find just the latch cylinder listed anywhere in our plant.  ",Cowl top inner robots 240R01 and 250R06 bumped end effectors during the night.  Appears robot 240R01 was dropping off to table #2 while robot 250R06 was picking up from table 1 when the bumping occurred.  Only damage was a fitting on 240R01.,,,"Latch cylinder for BTM shear at underbody station 40.  Not a lot of numbers on it.  Found 2.  221001A and PD221004A.   Could not find it in our general stores.  ","8Y-10-05 Gun # 1: PM between shifts
 
8Y-10-06 Gun # 1: PM between Shifts
 
7G-070L-01 Gun # 1 PM between shifts
 
I wrote a work order A79916404 to have the tinners fabricate and install some sort of diffuser for the ventilation unit over door 127.  The old diffuser was damaged and removed by central maintenance back some time ago.   The open vent blows out so much concentrated air we are afraid the air will blow the new door out of track.   The air flow is taking the path of least resistance and blowing all the air out of the open vent.  I  think I would try partially blocking the opening on the side closest to the door thus sending more air around to the other doors.  
 
Toolmakers report the small roller rear door hem roller robot 5C310-01 is wearing out.   
 
Nights – Snyder
NO WEBERS CURRENTLY ON BACK-UP GUN
8Y-10-06 – Validate PM effectiveness.
8Y-10-05 – Validate touch-ups further and PM effectiveness.
7G-70-L01 – Monitor head not back faults on gun #1 after sensor replacement.
Complete open swaps written on board in TM shop.",,,,,200,7.5,,200,7.2,,200,7.5,,,,,,,,,Parts:,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
113,03/14/2018,A,0,1,0,0,No Issues,"
 
6X-20-1 Broken Die: Toolmakers replaced Die, Pokeyoke was found on the floor and the washer was missing.  Replaced the washer from one on the toolmakers cart.  Pokeyoke needs to be locktit in the C-frame.
 
7X-20L-03 rivet stuck in the nose,  replaced nose and adjusted the rivet present sensor.
 
9C-230-1 Slug on the Arnold nut, replaced Die with #09210218/DS the one that was on the machine was # 0921013/DS.  Still getting slug on one of the nuts.
 
Webers Guns worked on between Shifts:
7G-70L-1 Gun # 1 Head not return
7K-20R-1 Gun# 1 adjust float
7G-50R-1 Gun # 1 PM
6Y-180-2 Gun# 1  Head not returned
  
         
#10 554 LWB not decked correcy  6Y-230-3 inspection Perceptron faulted on 554 LWB.  Found at EQI that the roof was off location exacy the same way as it was after the problem on 6X-140 last week.  Went to 6X-140 and couldn't find anything obviously wrong.  Perceptron found an issue with their algorithm when they logged in via remote access.    
 
 ",#10 554 LWB not decked correctly,,6Y-230-3 inspection Perceptron faulted on 554 LWB.  Found at EQI that the roof was off location exactly the same way as it was after the problem on 6X-140 last week.  Went to 6X-140 and couldn't find anything obviously wrong.  Perceptron found an issue with their algorithm when they logged in via remote access.,,"Blocked half the vent at FF40 to try and help operation of overhead door.     Somewhat better but may need revisted.
Installed a deflector on Nut clinch #2  at B-pillar inner to keep the slugs going into the bin.
Installed a deflector on the ped riveter at B-pillar inner to keep the tape going into the trash can.
Activated  PLC  initiated tape cut for the  robot mounted riveter at the B-pillar inner and placed a trash can to catch the tape.","9C-230-1 Slug on the Arnold nut, replaced Die with #09210218/DS the one that was on the machine was # 0921013/DS.  Still getting slug on one of the nuts.",,,Competency Assessment and IDPS  Due 3/30/2018.,,210,8,,210,8,,210,8,,,,,,,,,"General stores lookup shows 0 EC6T ATI modules on hand.  I requested a rush on REQ 911716 to get 4 of them.JT
 
Wednesday:
 
30502B: Put 53 hours on KA3416, 28 hours on KA3397, 20 hours on KA3399 and 20 hours on KA3430.Close the balance to expense. 
 
35502I: Close to expense.
 
30503B: Close to expense.
 
 
Thursday:
 
30501B: Put 200 hours on KE5128. Close the balance to expense.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,,,,,,,,,,,,,,
